0SVMRBF,0.788265306,0.784733925,0.770043863,0.662292308,0.89203193,0.777319495,32,0.786259542,0.785180156,0.776762214,0.661099999,0.892742546,0.780948501,,,,,,,,,,,,,,
0SVMLN,0.785714286,0.777452678,0.781797961,0.66314805,0.884154116,0.779619265,2,0.781170483,0.781490073,0.773131342,0.654061026,0.903792829,0.777288236,,,,,,,,,,,,,,
0RF,0.778061224,0.773494646,0.762662364,0.648222799,0.86974131,0.768040312,50,0.796437659,0.798207609,0.784678212,0.676348792,0.918551536,0.791385091,,,,,,,,,,,,,,
0ET,0.790816327,0.783641064,0.775193416,0.667440462,0.883485996,0.77939435,20,0.770992366,0.768013557,0.760042154,0.636973737,0.906732359,0.764007063,,,,,,,,,,,,,,
0XGB,0.772959184,0.770471725,0.759116264,0.640847984,0.892369563,0.764751844,100,0.781170483,0.778418967,0.767219125,0.652055109,0.915828852,0.772778469,,,,,,,,,,,,,,
0LGBM,0.775510204,0.770447796,0.762861583,0.644725262,0.886899268,0.766635923,20,0.788804071,0.786887674,0.776730082,0.664469086,0.918139935,0.781775885,,,,,,,,,,,,,,
0MLP,0.795918367,0.788942646,0.77704598,0.675080577,0.910346312,0.782949124,100,0.786259542,0.784444341,0.777174114,0.660955711,0.915610596,0.780792304,,,,,,,,,,,,,,
0NB,0.783163265,0.77095197,0.777484608,0.659155986,0.884746056,0.774204509,NA,0.79389313,0.78717125,0.791943033,0.676760023,0.900740881,0.789549932,,,,,,,,,,,,,,
01NN,0.732142857,0.718615483,0.728785768,0.581255053,0.796589326,0.723664895,NA,0.737913486,0.73227224,0.732315992,0.590092838,0.799236994,0.732294115,,,,,,,,,,,,,,
0DT,0.517857143,0.60769744,0.579828464,0.339612553,0.684871348,0.593435936,NA,0.735368957,0.727870179,0.751986691,0.595201588,0.813990018,0.739731927,,,,,,,,,,,,,,
0LR,0.790816327,0.780600939,0.77576145,0.668258587,0.906243092,0.77817367,100,0.778625954,0.773933295,0.773660146,0.651045615,0.906060073,0.773796696,,,Train,,,,,,,,,,,
0PLS,0.785714286,0.775621131,0.780104425,0.662551777,0.906515243,0.777856318,NA,0.786259542,0.782850925,0.777501241,0.662373401,0.919224206,0.780166912,,,SVMRBF,0.777319495,0.768015693,0.792880033,0.762628197,0.80162919,0.752486016,0.755482278,0.757277371,0.794882965,0.753210656,0.771581189
0MNB,0.785714286,0.775361814,0.782076694,0.663211583,0.902942812,0.778704779,NA,0.79389313,0.788358086,0.788163125,0.675462272,0.914966682,0.788260593,,,SVMLN,0.779619265,0.768015693,0.796299669,0.762628197,0.801969946,0.759807877,0.753085031,0.748365898,0.787143851,0.751921874,0.77088573
1SVMRBF,0.775510204,0.777768531,0.758504417,0.642325795,0.875961871,0.768015693,1,0.75826972,0.757204709,0.735887728,0.615216769,0.865852404,0.746394047,,,RF,0.768040312,0.76821568,0.795977963,0.757199006,0.801610187,0.761154809,0.754373387,0.761002825,0.799068409,0.743618953,0.771026153
1SVMLN,0.775510204,0.777768531,0.758504417,0.642325795,0.871818361,0.768015693,1,0.760814249,0.760950027,0.738811705,0.619339685,0.872498691,0.749717472,,,ET,0.77939435,0.755901632,0.779259366,0.754556977,0.806293799,0.745346815,0.751827149,0.739904043,0.802637473,0.746026157,0.766114776
1RF,0.775510204,0.779393981,0.75735349,0.64251458,0.862467425,0.76821568,20,0.745547074,0.743002779,0.72743438,0.594340313,0.867404677,0.735136164,,,XGB,0.764751844,0.761205804,0.783620984,0.755498767,0.792082801,0.738864378,0.744912558,0.752904953,0.790428575,0.749550366,0.763382103
1ET,0.765306122,0.763666259,0.74829331,0.625765205,0.868462441,0.755901632,20,0.753180662,0.75128761,0.735467282,0.606445649,0.861107266,0.743293275,,,LGBM,0.766635923,0.774254682,0.78303823,0.759001103,0.794170676,0.744079187,0.753602554,0.743228113,0.801991335,0.742119976,0.766212178
1XGB,0.770408163,0.780773798,0.742594666,0.632735098,0.882904241,0.761205804,20,0.740458015,0.738702818,0.720847399,0.585812181,0.870554728,0.729665891,,,MLP,0.782949124,0.755424195,0.783197987,0.762628197,0.80261566,0.752729542,0.751736134,0.758838929,0.79383166,0.745906307,0.768985774
1LGBM,0.780612245,0.788925151,0.760119862,0.650233573,0.878801342,0.774254682,20,0.748091603,0.747712418,0.726578448,0.597544692,0.872014751,0.736993955,,,NB,0.774204509,0.773900102,0.789033007,0.763818628,0.801655473,0.746361102,0.755843159,0.752981791,0.788066535,0.742640515,0.768850482
1MLP,0.765306122,0.768367347,0.742909875,0.624877304,0.883165879,0.755424195,200,0.755725191,0.751466239,0.737567459,0.611162441,0.877259126,0.744451983,,,1NN,0.723664895,0.716194599,0.753942625,0.7251493,0.766129999,0.733052707,0.708741681,0.741269884,0.751023546,0.710184102,0.732935334
1NB,0.783163265,0.781447998,0.76649662,0.654649267,0.884738812,0.773900102,NA,0.75826972,0.753269747,0.742708517,0.616213475,0.861473446,0.747951852,,,DT,0.593435936,0.69591524,0.779369225,0.676898152,0.684665831,0.734543675,0.670798888,0.695352586,0.737328592,0.717067439,0.698537556
11NN,0.727040816,0.725128757,0.707477915,0.563992013,0.780608436,0.716194599,NA,0.707379135,0.697332297,0.697385854,0.537371677,0.773039391,0.697359075,,,LR,0.77817367,0.758491101,0.796198672,0.761697832,0.803560074,0.756392723,0.761597444,0.762650185,0.804440077,0.749622604,0.773282438
1DT,0.706632653,0.700147271,0.691734063,0.533148459,0.768800547,0.69591524,NA,0.679389313,0.677103657,0.681007962,0.497666622,0.760755971,0.679050197,,,PLS,0.777856318,0.761485506,0.796267516,0.763818628,0.798635991,0.750282169,0.758775853,0.754769642,0.794823571,0.739651725,0.769636692
1LR,0.767857143,0.770752639,0.746613579,0.629029426,0.890529219,0.758491101,0.01,0.75826972,0.757204709,0.735887728,0.615216769,0.880792577,0.746394047,,,MNB,0.778704779,0.772809183,0.792103602,0.763818628,0.797001424,0.746055133,0.759305271,0.752981791,0.792551471,0.742263857,0.769759514
1PLS,0.770408163,0.772991224,0.750317283,0.633336285,0.897818423,0.761485506,NA,0.75826972,0.755183413,0.738928609,0.615384594,0.880399478,0.746967591,,,,,,,,,,,,,Max,0.773282438
1MNB,0.780612245,0.781455222,0.76435237,0.65059913,0.893966101,0.772809183,NA,0.75826972,0.752702799,0.74155759,0.616445427,0.868058205,0.74708863,,,,,,,,,,,,,,
2SVMRBF,0.795918367,0.785156608,0.800756916,0.683254877,0.891281123,0.792880033,1,0.796437659,0.791114629,0.794127982,0.679300651,0.897575277,0.792618442,,,,,,,,,,,,,,
2SVMLN,0.798469388,0.787200599,0.805611547,0.688657122,0.885895788,0.796299669,4,0.796437659,0.788704201,0.797168863,0.681270688,0.903046453,0.792913942,,,Test,,,,,,,,,,,
2RF,0.803571429,0.79631314,0.795643067,0.689907733,0.894590557,0.795977963,200,0.798982188,0.800144165,0.785627462,0.680309247,0.913510078,0.792819368,,,SVMRBF,0.780948501,0.746394047,0.792618442,0.777803542,0.772120072,0.733647774,0.776455861,0.807924837,0.736460254,0.799882555,0.772425589
2ET,0.785714286,0.776861316,0.781672266,0.665158341,0.887233611,0.779259366,20,0.796437659,0.798135611,0.785744366,0.676786139,0.905128897,0.791891518,,,SVMLN,0.777288236,0.749717472,0.792913942,0.78315727,0.776186533,0.736260842,0.769671563,0.80883166,0.733602602,0.796083559,0.772371368
2XGB,0.790816327,0.783545744,0.783696238,0.670065994,0.891956472,0.783620984,20,0.79389313,0.795970116,0.780603309,0.672161086,0.903331194,0.788211822,,,RF,0.791385091,0.735136164,0.792819368,0.772539655,0.761204276,0.719067808,0.769834467,0.796683036,0.733362431,0.784748527,0.765678082
2LGBM,0.790816327,0.7850637,0.781023184,0.668444574,0.890580026,0.78303823,20,0.804071247,0.804726,0.791475415,0.688811254,0.905528192,0.798045709,,,ET,0.764007063,0.743293275,0.791891518,0.773874622,0.760322178,0.715365772,0.761998259,0.789298162,0.736116211,0.787802277,0.762396934
2MLP,0.788265306,0.777610766,0.788866078,0.669819069,0.906424799,0.783197987,20,0.801526718,0.796911757,0.797674082,0.686828308,0.915601111,0.797292737,,,XGB,0.772778469,0.729665891,0.788211822,0.783703968,0.772796259,0.701854966,0.767987658,0.787022119,0.731174253,0.769330988,0.760452639
2NB,0.793367347,0.785682534,0.792412177,0.676590274,0.892767737,0.789033007,NA,0.796437659,0.789345064,0.795278909,0.680069635,0.895567008,0.792300876,,,LGBM,0.781775885,0.736993955,0.798045709,0.782012851,0.74404751,0.724736565,0.768493942,0.791122813,0.733437028,0.770206745,0.7630873
21NN,0.757653061,0.751121241,0.756785285,0.622464784,0.817588964,0.753942625,NA,0.773536896,0.774239235,0.760749049,0.639621443,0.820561787,0.767434863,,,MLP,0.780792304,0.744451983,0.797292737,0.76215008,0.763779369,0.731128063,0.774256262,0.811442837,0.727450754,0.80830165,0.770104604
2DT,0.785714286,0.777446914,0.781301066,0.663417507,0.835975799,0.779369225,NA,0.765903308,0.767999575,0.748609111,0.626952227,0.811456834,0.758180386,,,NB,0.789549932,0.747951852,0.792300876,0.784482312,0.766880861,0.720988295,0.776455861,0.807148955,0.73379211,0.78116415,0.77007152
2LR,0.803571429,0.795974675,0.796422795,0.689919013,0.884513293,0.796198672,0.001,0.798982188,0.790506202,0.798614786,0.684774814,0.911332392,0.794539807,,,1NN,0.732294115,0.697359075,0.767434863,0.732881565,0.693426138,0.67937692,0.684507823,0.733684616,0.681921339,0.742497028,0.714538348
2PLS,0.801020408,0.792901748,0.79966198,0.688223662,0.913522701,0.796267516,NA,0.796437659,0.789345064,0.795278909,0.680069635,0.916574032,0.792300876,,,DT,0.739731927,0.679050197,0.758180386,0.742430674,0.685845522,0.682032572,0.710170446,0.735868291,0.674534621,0.73479063,0.714263527
2MNB,0.795918367,0.788131563,0.796115881,0.68098509,0.907697731,0.792103602,NA,0.796437659,0.788830332,0.796429836,0.680527644,0.911450578,0.792611869,,,LR,0.773796696,0.746394047,0.794539807,0.770214757,0.777655141,0.730612086,0.769659901,0.807415332,0.72195326,0.803178709,0.769541974
3SVMRBF,0.767857143,0.761714976,0.763543611,0.634212035,0.877025009,0.762628197,1,0.778625954,0.769469259,0.786320343,0.657984492,0.887837946,0.777803542,,,PLS,0.780166912,0.746967591,0.792300876,0.783466543,0.768777087,0.729014707,0.774547154,0.803109864,0.737252163,0.786625635,0.770222853
3SVMLN,0.767857143,0.761714976,0.763543611,0.634212035,0.865019251,0.762628197,1,0.783715013,0.774742925,0.791756396,0.666157392,0.892236217,0.78315727,,,MNB,0.788260593,0.74708863,0.792611869,0.786740786,0.771517064,0.723236343,0.779141347,0.807148955,0.735922023,0.781864325,0.771353194
3RF,0.762755102,0.756703005,0.757695658,0.625553919,0.862165695,0.757199006,20,0.776081425,0.770813337,0.774273723,0.64886331,0.895176558,0.772539655,,,,,,,,,,,,,Max,0.772425589
3ET,0.760204082,0.753971982,0.755142881,0.621798095,0.871415969,0.754556977,50,0.781170483,0.772562865,0.775190841,0.656638867,0.903603714,0.773874622,,,,,,,,,,,,,,
3XGB,0.760204082,0.753930538,0.757073535,0.622543974,0.862454378,0.755498767,50,0.788804071,0.782383476,0.785028925,0.668736169,0.901649497,0.783703968,,,TT,,,,,,,,,,,
3LGBM,0.762755102,0.759937655,0.758066857,0.625389612,0.871631724,0.759001103,20,0.786259542,0.779633466,0.784406803,0.665083411,0.89506226,0.782012851,,,,train_f1,test_f1,,,,,,,,,
3MLP,0.767857143,0.761714976,0.763543611,0.634212035,0.897124929,0.762628197,20,0.763358779,0.754528302,0.76992741,0.634025368,0.909356725,0.76215008,,,Wangchan,0.7651,0.7675,,,,,,,,,
3NB,0.767857143,0.7602657,0.767404919,0.635843494,0.878563985,0.763818628,NA,0.783715013,0.774431655,0.794797277,0.668013422,0.887394214,0.784482312,,,Blending,0.773282438,0.772425589,,,,,,,,,
31NN,0.727040816,0.726265277,0.724036747,0.568317009,0.79302756,0.7251493,NA,0.743002545,0.735344997,0.730434583,0.59264604,0.797825938,0.732881565,,,,,,,,,,,,,,
3DT,0.68622449,0.677883608,0.675915557,0.504719748,0.756936668,0.676898152,NA,0.748091603,0.739241451,0.745647534,0.607311832,0.809235651,0.742430674,,,TX,,,,,,,,,,,
3LR,0.767857143,0.761782726,0.761612957,0.63350511,0.875650118,0.761697832,0.001,0.765903308,0.757338103,0.783536856,0.646730542,0.902852039,0.770214757,,,,train_f1,test_f1,,,,,,,,,
3PLS,0.767857143,0.7602657,0.767404919,0.635843494,0.897661683,0.763818628,NA,0.783715013,0.774247932,0.792907323,0.666827622,0.912311552,0.783466543,,,Wangchan,0.7805,0.7834,,,,,,,,,
3MNB,0.767857143,0.7602657,0.767404919,0.635843494,0.895436212,0.763818628,NA,0.786259542,0.776058502,0.797721253,0.672714394,0.899888326,0.786740786,,,Blending,0.780547864,0.779445441,,,,,,,,,
4SVMRBF,0.81122449,0.804892343,0.798392389,0.700183867,0.878280705,0.80162919,4,0.776081425,0.766994506,0.777314604,0.649702367,0.893695128,0.772120072,,,,,,,,,,,,,,
4SVMLN,0.81122449,0.807597663,0.79642012,0.699516341,0.860304216,0.801969946,1,0.781170483,0.772290891,0.780121676,0.656809678,0.902657455,0.776186533,,,,,,,,,,,,,,
4RF,0.81122449,0.801451544,0.801768892,0.701649972,0.895588337,0.801610187,50,0.765903308,0.756757646,0.76570347,0.63349926,0.901334034,0.761204276,,,,,,,,,,,,,,
4ET,0.81377551,0.808207933,0.804388709,0.704748194,0.898525389,0.806293799,20,0.765903308,0.758403401,0.762250689,0.631396012,0.892974688,0.760322178,,,,,,,,,,,,,,
4XGB,0.801020408,0.791462152,0.792704425,0.686022453,0.898470084,0.792082801,100,0.778625954,0.76804214,0.7776096,0.653783857,0.903405968,0.772796259,,,,,,,,,,,,,,
4LGBM,0.801020408,0.792545834,0.795802195,0.686963049,0.893052971,0.794170676,100,0.750636132,0.742162095,0.74594253,0.607534871,0.898798244,0.74404751,,,,,,,,,,,,,,
4MLP,0.81122449,0.80261566,0.80261566,0.701483936,0.903784296,0.80261566,100,0.768447837,0.759797055,0.767803647,0.636813946,0.917024473,0.763779369,,,,,,,,,,,,,,
4NB,0.81122449,0.800975177,0.802336926,0.70178848,0.886769949,0.801655473,NA,0.768447837,0.758500726,0.775448236,0.641199761,0.882337715,0.766880861,,,,,,,,,,,,,,
41NN,0.775510204,0.769415793,0.76287215,0.64343427,0.822154112,0.766129999,NA,0.697201018,0.688171106,0.698762044,0.526788504,0.774071533,0.693426138,,,,,,,,,,,,,,
4DT,0.683673469,0.675595629,0.693982891,0.509841185,0.770487169,0.684665831,NA,0.692111959,0.691017316,0.680750567,0.509757102,0.760562925,0.685845522,,,,,,,,,,,,,,
4LR,0.81377551,0.807846728,0.799318671,0.703928122,0.898241415,0.803560074,0.01,0.781170483,0.773750166,0.78159973,0.656697393,0.917149324,0.777655141,,,,,,,,,,,,,,
4PLS,0.808673469,0.800662879,0.796619339,0.696554155,0.909919897,0.798635991,NA,0.770992366,0.76161962,0.776070359,0.64373954,0.913151503,0.768777087,,,,,,,,,,,,,,
4MNB,0.806122449,0.797184374,0.796818558,0.693289083,0.903011413,0.797001424,NA,0.773536896,0.763077629,0.780145262,0.64941518,0.899504797,0.771517064,,,,,,,,,,,,,,
5SVMRBF,0.757653061,0.751683343,0.753290406,0.616730497,0.851452827,0.752486016,1,0.740458015,0.735689204,0.731617642,0.58941292,0.851667408,0.733647774,,,,,,,,,,,,,,
5SVMLN,0.765306122,0.758758105,0.760860557,0.629063415,0.848607459,0.759807877,2,0.740458015,0.737126164,0.73539755,0.590448668,0.866535115,0.736260842,,,,,,,,,,,,,,
5RF,0.767857143,0.762780698,0.759535837,0.631787638,0.837204679,0.761154809,20,0.727735369,0.721064108,0.717082532,0.568672373,0.841768522,0.719067808,,,,,,,,,,,,,,
5ET,0.75,0.741907638,0.748818025,0.606368783,0.859107256,0.745346815,20,0.72264631,0.715305167,0.715426386,0.562034128,0.860515993,0.715365772,,,,,,,,,,,,,,
5XGB,0.744897959,0.737255175,0.74048062,0.597208272,0.825265394,0.738864378,20,0.709923664,0.705151183,0.698589422,0.539674314,0.865251303,0.701854966,,,,,,,,,,,,,,
5LGBM,0.75,0.744131662,0.74402672,0.604202414,0.844052791,0.744079187,20,0.732824427,0.729313487,0.720216731,0.575292864,0.872801292,0.724736565,,,,,,,,,,,,,,
5MLP,0.757653061,0.752169512,0.753290406,0.616551642,0.878957617,0.752729542,20,0.737913486,0.733578781,0.728693665,0.584979906,0.874244736,0.731128063,,,,,,,,,,,,,,
5NB,0.75,0.739529566,0.753320029,0.609658473,0.867196979,0.746361102,NA,0.72519084,0.717981651,0.724020225,0.568714412,0.856071405,0.720988295,,,,,,,,,,,,,,
51NN,0.734693878,0.730209485,0.735918157,0.58383898,0.801938618,0.733052707,NA,0.684478372,0.674113086,0.684723607,0.509303332,0.763542705,0.67937692,,,,,,,,,,,,,,
5DT,0.739795918,0.733282675,0.73580902,0.588916574,0.801856765,0.734543675,NA,0.687022901,0.684160113,0.679918222,0.504726206,0.759938666,0.682032572,,,,,,,,,,,,,,
5LR,0.762755102,0.759926185,0.752891968,0.622839037,0.853961428,0.756392723,0.001,0.735368957,0.729786491,0.731439551,0.585014937,0.866016651,0.730612086,,,,,,,,,,,,,,
5PLS,0.755102041,0.746828078,0.753768358,0.614564759,0.887018799,0.750282169,NA,0.735368957,0.729960317,0.728071543,0.581796309,0.873721999,0.729014707,,,,,,,,,,,,,,
5MNB,0.75,0.740836549,0.75134776,0.608106409,0.883773261,0.746055133,NA,0.727735369,0.720697364,0.725793275,0.572401475,0.870754013,0.723236343,,,,,,,,,,,,,,
6SVMRBF,0.762755102,0.753667097,0.757306225,0.632002573,0.84819086,0.755482278,1,0.770992366,0.762643199,0.790778091,0.65284525,0.878709834,0.776455861,,,,,,,,,,,,,,
6SVMLN,0.760204082,0.749079137,0.757134,0.627684837,0.863005933,0.753085031,1,0.763358779,0.754506318,0.785458942,0.643531597,0.883423011,0.769671563,,,,,,,,,,,,,,
6RF,0.765306122,0.755737316,0.753014372,0.631578954,0.847738295,0.754373387,20,0.773536896,0.766459094,0.7732397,0.644232552,0.888173747,0.769834467,,,,,,,,,,,,,,
6ET,0.760204082,0.751662155,0.751992215,0.627409257,0.85832511,0.751827149,20,0.763358779,0.755338516,0.768776483,0.630916414,0.898821018,0.761998259,,,,,,,,,,,,,,
6XGB,0.755102041,0.746490431,0.743341342,0.614190923,0.86300998,0.744912558,20,0.768447837,0.760040766,0.77610249,0.639911517,0.889002631,0.767987658,,,,,,,,,,,,,,
6LGBM,0.762755102,0.752627736,0.7545799,0.631176125,0.868230127,0.753602554,20,0.770992366,0.763290803,0.773768505,0.641725702,0.889561858,0.768493942,,,,,,,,,,,,,,
6MLP,0.760204082,0.751790928,0.751681349,0.626267163,0.8893452,0.751736134,20,0.770992366,0.763002224,0.785847256,0.6478594,0.900598127,0.774256262,,,,,,,,,,,,,,
6NB,0.765306122,0.754033158,0.75766187,0.632556701,0.869813954,0.755843159,NA,0.770992366,0.762643199,0.790778091,0.65284525,0.890886518,0.776455861,,,,,,,,,,,,,,
61NN,0.719387755,0.716041041,0.701589639,0.557862408,0.776192229,0.708741681,NA,0.68956743,0.678631515,0.690486787,0.517045254,0.76786509,0.684507823,,,,,,,,,,,,,,
6DT,0.683673469,0.669559693,0.672042677,0.502101785,0.754032008,0.670798888,NA,0.715012723,0.70925464,0.711088619,0.552206045,0.783316464,0.710170446,,,,,,,,,,,,,,
6LR,0.770408163,0.761163299,0.762032086,0.639406809,0.882015983,0.761597444,0.01,0.763358779,0.755548907,0.784308015,0.644261957,0.88815704,0.769659901,,,,,,,,,,,,,,
6PLS,0.767857143,0.75620369,0.761365574,0.636558493,0.887702171,0.758775853,NA,0.770992366,0.762483963,0.786998183,0.649483402,0.896186097,0.774547154,,,,,,,,,,,,,,
6MNB,0.767857143,0.756155303,0.762481593,0.637382246,0.886951699,0.759305271,NA,0.773536896,0.765105245,0.793702067,0.65720844,0.9003985,0.779141347,,,,,,,,,,,,,,
7SVMRBF,0.765306122,0.752438299,0.762179088,0.633202752,0.870009539,0.757277371,1,0.816793893,0.80786443,0.807985252,0.710662385,0.915774502,0.807924837,,,,,,,,,,,,,,
7SVMLN,0.757653061,0.742634078,0.754186886,0.621805865,0.847171761,0.748365898,1,0.814249364,0.804673526,0.813032992,0.708754122,0.920386755,0.80883166,,,,,,,,,,,,,,
7RF,0.767857143,0.755066029,0.767033719,0.638489868,0.878790282,0.761002825,50,0.806615776,0.801657004,0.791770411,0.692764538,0.922344134,0.796683036,,,,,,,,,,,,,,
7ET,0.75,0.737527405,0.742296047,0.607336796,0.876403837,0.739904043,20,0.798982188,0.791834126,0.786778389,0.681302125,0.919441095,0.789298162,,,,,,,,,,,,,,
7XGB,0.760204082,0.748020843,0.757853262,0.62553442,0.884506207,0.752904953,50,0.798982188,0.790248191,0.783822281,0.681163359,0.913090401,0.787022119,,,,,,,,,,,,,,
7LGBM,0.755102041,0.742953465,0.743502965,0.614408726,0.887597984,0.743228113,50,0.801526718,0.795214124,0.787073384,0.684886195,0.919691396,0.791122813,,,,,,,,,,,,,,
7MLP,0.765306122,0.752524069,0.765260669,0.635366821,0.891618798,0.758838929,20,0.819338422,0.810091009,0.812799183,0.715243023,0.926317687,0.811442837,,,,,,,,,,,,,,
7NB,0.760204082,0.74630038,0.759783916,0.627918511,0.862281825,0.752981791,NA,0.814249364,0.802470712,0.811882065,0.709145318,0.911201515,0.807148955,,,,,,,,,,,,,,
71NN,0.74744898,0.73593162,0.74668616,0.606878899,0.81001462,0.741269884,NA,0.745547074,0.729219624,0.738204622,0.602443621,0.803653467,0.733684616,,,,,,,,,,,,,,
7DT,0.683673469,0.689988756,0.700800465,0.527771695,0.775600348,0.695352586,NA,0.743002545,0.733025295,0.738733427,0.599252802,0.80405007,0.735868291,,,,,,,,,,,,,,
7LR,0.772959184,0.767516729,0.757844967,0.639673532,0.871601309,0.762650185,0.001,0.816793893,0.808739696,0.806095298,0.710104319,0.921439236,0.807415332,,,,,,,,,,,,,,
7PLS,0.762755102,0.749216188,0.760406039,0.630093529,0.898498956,0.754769642,NA,0.811704835,0.799916224,0.806329107,0.704242837,0.924668634,0.803109864,,,,,,,,,,,,,,
7MNB,0.760204082,0.74630038,0.759783916,0.627918511,0.884179593,0.752981791,NA,0.814249364,0.802470712,0.811882065,0.709145318,0.918664296,0.807148955,,,,,,,,,,,,,,
8SVMRBF,0.803571429,0.803087704,0.786844179,0.686949315,0.87731205,0.794882965,1,0.740458015,0.734816574,0.738111304,0.592326501,0.85894274,0.736460254,,,,,,,,,,,,,,
8SVMLN,0.795918367,0.788909247,0.785386338,0.676800692,0.88513386,0.787143851,1,0.735368957,0.730045845,0.737194186,0.586576782,0.867752783,0.733602602,,,,,,,,,,,,,,
8RF,0.803571429,0.803241969,0.794937995,0.687924054,0.885948236,0.799068409,100,0.735368957,0.726931716,0.73990794,0.588932785,0.890669074,0.733362431,,,,,,,,,,,,,,
8ET,0.808673469,0.805286091,0.800006221,0.696909293,0.892662149,0.802637473,50,0.737913486,0.732477714,0.739791035,0.590424356,0.882795889,0.736116211,,,,,,,,,,,,,,
8XGB,0.795918367,0.787437139,0.793442827,0.67927226,0.882340875,0.790428575,50,0.735368957,0.727007539,0.735389004,0.586039807,0.884112388,0.731174253,,,,,,,,,,,,,,
8LGBM,0.808673469,0.807122867,0.79692464,0.695860833,0.888175694,0.801991335,20,0.737913486,0.731287503,0.735599227,0.58806159,0.888168064,0.733437028,,,,,,,,,,,,,,
8MLP,0.803571429,0.804162805,0.783762598,0.686591407,0.918435569,0.79383166,20,0.730279898,0.723917069,0.731019105,0.57792665,0.887437326,0.727450754,,,,,,,,,,,,,,
8NB,0.795918367,0.79155711,0.784606611,0.675924232,0.888086437,0.788066535,NA,0.735368957,0.727776554,0.73990794,0.588561414,0.863922584,0.73379211,,,,,,,,,,,,,,
81NN,0.765306122,0.757348665,0.744803202,0.626974342,0.808602401,0.751023546,NA,0.681933842,0.6754329,0.688535646,0.504882884,0.766401735,0.681921339,,,,,,,,,,,,,,
8DT,0.74744898,0.73994458,0.734731036,0.599327748,0.801048277,0.737328592,NA,0.679389313,0.676872896,0.672212446,0.49147278,0.754159335,0.674534621,,,,,,,,,,,,,,
8LR,0.81377551,0.815656609,0.79352785,0.702841107,0.917191842,0.804440077,100,0.72519084,0.717636684,0.726322079,0.571025612,0.874989403,0.72195326,,,,,,,,,,,,,,
8PLS,0.803571429,0.799782497,0.78992576,0.687639752,0.921262252,0.794823571,NA,0.740458015,0.732990095,0.741564085,0.594535862,0.885411069,0.737252163,,,,,,,,,,,,,,
8MNB,0.801020408,0.796999608,0.78815271,0.683712745,0.9100478,0.792551471,NA,0.737913486,0.730251801,0.741680989,0.591976157,0.879531326,0.735922023,,,,,,,,,,,,,,
9SVMRBF,0.760204082,0.749350428,0.757110862,0.623654376,0.85805165,0.753210656,32,0.796437659,0.787383188,0.812785168,0.690029784,0.895820002,0.799882555,,,,,,,,,,,,,,
9SVMLN,0.757653061,0.744782813,0.759199121,0.623210929,0.861252298,0.751921874,8,0.791348601,0.781586081,0.811129023,0.68545676,0.902563453,0.796083559,,,,,,,,,,,,,,
9RF,0.75255102,0.743169354,0.744069097,0.609121253,0.889234513,0.743618953,50,0.786259542,0.778691555,0.790900464,0.666810255,0.908179307,0.784748527,,,,,,,,,,,,,,
9ET,0.755102041,0.750077682,0.742018166,0.610788373,0.874754694,0.746026157,20,0.786259542,0.777034969,0.79887218,0.671622561,0.903875465,0.787802277,,,,,,,,,,,,,,
9XGB,0.760204082,0.750084445,0.749017046,0.620586934,0.871214729,0.749550366,20,0.768447837,0.759682091,0.779228144,0.643267709,0.906837214,0.769330988,,,,,,,,,,,,,,
9LGBM,0.75,0.738489664,0.745786156,0.607809918,0.878934235,0.742119976,20,0.770992366,0.763002421,0.777548413,0.64361642,0.904664912,0.770206745,,,,,,,,,,,,,,
9MLP,0.757653061,0.746500216,0.745313342,0.616547647,0.900839002,0.745906307,200,0.806615776,0.798450126,0.818399313,0.703455325,0.918039524,0.80830165,,,,,,,,,,,,,,
9NB,0.75,0.737632682,0.74771681,0.608940226,0.8644132,0.742640515,NA,0.776081425,0.766593967,0.796298917,0.66253675,0.895911227,0.78116415,,,,,,,,,,,,,,
91NN,0.724489796,0.716288637,0.704182738,0.561093171,0.778137054,0.710184102,NA,0.745547074,0.73589632,0.749217219,0.604160871,0.811912914,0.742497028,,,,,,,,,,,,,,
9DT,0.729591837,0.717607965,0.716527726,0.573352471,0.787395794,0.717067439,NA,0.743002545,0.734132251,0.735450191,0.59539388,0.801587643,0.73479063,,,,,,,,,,,,,,
9LR,0.757653061,0.747777829,0.751476505,0.618142425,0.897230172,0.749622604,100,0.801526718,0.792223348,0.814441313,0.696684067,0.905916335,0.803178709,,,,,,,,,,,,,,
9PLS,0.74744898,0.734581105,0.744792833,0.605129206,0.902008938,0.739651725,NA,0.783715013,0.773945571,0.799728112,0.670525869,0.920228319,0.786625635,,,,,,,,,,,,,,
9MNB,0.75,0.736889864,0.74771681,0.609459185,0.891869893,0.742263857,NA,0.776081425,0.766876341,0.797449844,0.663799586,0.913568103,0.781864325,,,,,,,,,,,,,,
